application_id,applicant_name,age,annual_income,employment_length,sex,race,credit_score,debt_to_income_ratio,num_credit_lines,num_derogatory_marks,months_since_last_delinquency,loan_amount,loan_term,loan_purpose,interest_rate,avg_monthly_balance,num_overdrafts,num_late_fees,monthly_income_deposits,loan_status
APP005921,Applicant_5921,50,173290,3.0,Female,White,332,0.37,6,0,,97874,120,major_purchase,6.91,4295,1,0,7864,1
APP005922,Applicant_5922,26,121124,19.0,Female,Asian,651,0.26,10,1,,61171,84,debt_consolidation,23.55,22568,0,0,11876,0
APP005923,Applicant_5923,66,77205,10.0,Female,Hispanic,554,0.16,2,0,,31693,36,credit_card,10.56,6429,0,1,15831,0
APP005924,Applicant_5924,64,156031,21.0,Female,Other,349,0.5,5,0,,66107,60,debt_consolidation,24.52,35442,2,0,7403,1
APP005925,Applicant_5925,24,196206,7.0,Male,Asian,322,0.41,19,1,,48867,84,major_purchase,11.07,37942,0,0,12821,0
APP005926,Applicant_5926,49,45874,27.0,Female,Hispanic,553,0.06,2,1,,69498,60,home_improvement,6.96,39352,0,0,1279,0
APP005927,Applicant_5927,43,151007,29.0,Male,Asian,693,0.33,1,0,,18203,84,education,9.7,32531,1,0,7201,0
APP005928,Applicant_5928,26,21301,32.0,Male,Hispanic,572,0.2,8,1,,59290,36,business,21.01,34306,0,0,2694,0
APP005929,Applicant_5929,52,78017,32.0,Male,Other,549,0.55,15,1,,77195,120,business,10.13,28635,0,0,11680,1
APP005930,Applicant_5930,62,63319,35.0,Male,Asian,536,0.45,6,0,,92557,120,car,16.36,5836,2,0,17954,1
APP005931,Applicant_5931,38,42455,26.0,Male,Hispanic,531,0.39,4,0,,45942,84,debt_consolidation,18.46,39410,0,0,2864,0
APP005932,Applicant_5932,35,155184,19.0,Female,White,727,0.1,12,0,,49971,84,business,10.04,48773,0,1,14316,0
APP005933,Applicant_5933,60,77033,32.0,Female,Black,541,0.56,16,1,,85746,36,business,17.77,22082,1,0,3144,0
APP005934,Applicant_5934,52,183217,24.0,Female,Hispanic,433,0.13,2,0,,27012,120,credit_card,6.82,41803,0,0,12318,1
APP005935,Applicant_5935,29,126924,18.0,Female,Hispanic,370,0.3,8,1,,85634,60,home_improvement,17.05,46539,1,0,18748,0
APP005936,Applicant_5936,57,52735,,Female,Hispanic,764,0.42,6,0,,86916,84,business,17.58,15392,0,1,11235,0
APP005937,Applicant_5937,30,92781,32.0,Female,Asian,720,0.32,3,0,,96497,120,education,4.2,29579,0,0,1708,0
APP005938,Applicant_5938,40,146031,2.0,Male,Black,609,0.54,1,0,,52078,60,debt_consolidation,9.82,21148,0,0,2926,0
APP005939,Applicant_5939,26,148305,13.0,Female,Asian,578,0.51,8,0,,15998,36,credit_card,3.63,45844,0,1,7651,0
APP005940,Applicant_5940,68,128049,,Female,Hispanic,518,0.12,12,0,,98182,60,credit_card,20.54,44045,0,1,2405,1
APP005941,Applicant_5941,23,172783,32.0,Female,Hispanic,606,0.39,7,0,,50124,120,home_improvement,13.1,44074,0,0,5899,0
APP005942,Applicant_5942,62,25630,21.0,Female,Black,613,0.08,17,1,,13374,60,credit_card,12.68,36549,0,0,15605,0
APP005943,Applicant_5943,31,85488,0.0,Female,White,702,0.45,13,0,,48703,36,credit_card,13.32,3898,0,0,12395,0
APP005944,Applicant_5944,63,154278,30.0,Male,Asian,787,0.45,18,0,,35335,120,major_purchase,12.19,15292,0,0,17279,0
APP005945,Applicant_5945,37,76289,34.0,Male,White,704,0.24,16,0,,45508,84,education,7.04,5387,1,1,4900,0
APP005946,Applicant_5946,52,38953,19.0,Male,Hispanic,678,0.48,8,0,,28266,120,car,17.73,35154,0,0,19055,0
APP005947,Applicant_5947,24,120932,,Female,Hispanic,580,0.41,12,0,,67377,60,education,23.22,41214,1,0,12105,1
APP005948,Applicant_5948,24,161140,11.0,Female,Other,626,0.33,6,1,,21504,60,home_improvement,24.71,17882,0,0,12325,0
APP005949,Applicant_5949,37,98930,15.0,Female,Other,334,0.3,2,2,,73713,36,major_purchase,20.63,29243,0,1,5239,0
APP005950,Applicant_5950,61,21067,,Male,White,369,0.11,7,0,,92581,84,car,11.86,3640,0,1,12475,0
APP005951,Applicant_5951,39,70658,13.0,Male,Other,659,0.34,4,1,,67437,120,business,15.6,12243,1,1,4683,0
APP005952,Applicant_5952,25,72165,17.0,Female,Black,707,0.14,16,0,,90966,60,debt_consolidation,3.77,11139,0,0,14480,0
APP005953,Applicant_5953,52,100781,,Female,White,818,0.41,17,2,,93331,84,major_purchase,11.15,42356,0,0,5115,0
APP005954,Applicant_5954,42,160931,32.0,Male,Other,683,0.38,3,0,,76952,60,business,17.93,38286,0,1,14062,0
APP005955,Applicant_5955,26,49164,33.0,Male,Other,380,0.21,3,0,,73844,84,business,22.73,3620,0,0,9164,0
APP005956,Applicant_5956,55,124946,33.0,Male,Black,737,0.19,14,1,,73093,84,business,5.88,30109,0,1,4712,0
APP005957,Applicant_5957,42,147580,6.0,Female,Black,549,0.31,14,0,,20750,120,car,5.47,44476,1,0,5392,0
APP005958,Applicant_5958,21,119251,5.0,Male,White,337,0.33,7,0,,35215,120,credit_card,6.82,17758,0,0,13667,1
APP005959,Applicant_5959,40,40773,5.0,Female,Asian,344,0.49,1,0,,22820,60,business,6.61,12453,0,0,12104,1
APP005960,Applicant_5960,42,53939,21.0,Female,Black,658,0.22,15,1,,50694,36,business,20.37,23621,1,0,19895,0
APP005961,Applicant_5961,68,199671,,Female,Other,436,0.27,14,1,,37760,60,home_improvement,18.8,47732,1,0,17254,1
APP005962,Applicant_5962,31,157186,36.0,Male,White,760,0.24,4,1,,16295,60,major_purchase,22.95,5431,0,1,16462,0
APP005963,Applicant_5963,33,118475,14.0,Male,Asian,666,0.27,4,0,,56431,84,debt_consolidation,9.82,28561,0,0,17527,0
APP005964,Applicant_5964,62,32818,25.0,Male,White,604,0.36,11,1,,41395,84,education,18.11,14041,1,0,9417,0
APP005965,Applicant_5965,23,29335,38.0,Male,Other,528,0.36,1,0,,6609,120,major_purchase,11.34,17793,0,0,9563,0
APP005966,Applicant_5966,29,75008,,Female,Asian,482,0.25,11,1,,65305,60,credit_card,6.46,35337,1,0,17250,1
APP005967,Applicant_5967,32,91745,9.0,Female,Asian,766,0.38,12,0,,24353,84,education,20.4,33847,0,0,6812,0
APP005968,Applicant_5968,43,194220,2.0,Female,Black,503,0.39,15,0,,68722,36,home_improvement,16.94,15481,0,0,14887,1
APP005969,Applicant_5969,34,23577,29.0,Female,Hispanic,367,0.34,15,0,,70975,60,major_purchase,18.62,18899,1,0,10382,1
APP005970,Applicant_5970,53,93916,21.0,Male,Other,849,0.3,4,0,,5931,120,major_purchase,7.0,14029,0,0,5176,0
APP005971,Applicant_5971,38,155148,,Female,Hispanic,604,0.09,6,1,,7187,36,credit_card,17.37,39424,0,0,3073,0
APP005972,Applicant_5972,69,183997,0.0,Male,Other,394,0.35,2,1,,76149,84,business,10.15,39167,1,0,3487,0
APP005973,Applicant_5973,61,79314,,Female,White,545,0.44,9,1,,17610,84,education,8.91,28984,0,0,1541,0
APP005974,Applicant_5974,29,61205,18.0,Male,Hispanic,378,0.17,8,1,,48922,36,home_improvement,17.47,37718,1,0,10131,0
APP005975,Applicant_5975,43,162167,35.0,Female,Asian,732,0.48,19,1,,49838,60,credit_card,4.02,23334,0,0,2334,0
APP005976,Applicant_5976,30,133583,33.0,Female,Black,579,0.37,8,0,,71679,60,education,22.94,38875,1,0,13835,1
APP005977,Applicant_5977,39,104715,30.0,Male,Other,668,0.18,10,0,,57350,120,credit_card,7.0,23208,0,0,2449,0
APP005978,Applicant_5978,67,76680,23.0,Female,Black,578,0.14,17,1,,73837,120,car,12.51,18202,1,0,4801,0
APP005979,Applicant_5979,25,48400,11.0,Male,Other,650,0.18,19,1,,81217,120,car,15.19,25103,0,0,14924,0
APP005980,Applicant_5980,67,127345,12.0,Female,Asian,525,0.47,1,1,,54367,36,education,21.45,1737,2,0,18262,1
APP005981,Applicant_5981,43,107110,15.0,Male,Asian,705,0.19,15,0,,19938,36,car,8.3,11072,0,0,18313,0
APP005982,Applicant_5982,50,140120,15.0,Male,Asian,745,0.43,11,1,,50930,60,car,23.34,26419,0,0,3356,0
APP005983,Applicant_5983,45,48562,19.0,Male,Asian,622,0.35,7,2,,22545,60,major_purchase,9.88,14176,0,0,9859,0
APP005984,Applicant_5984,48,191735,,Male,Asian,372,0.35,16,1,,56049,120,major_purchase,15.06,3770,0,0,8354,0
APP005985,Applicant_5985,54,38510,38.0,Female,Black,817,0.52,3,1,,61977,84,business,7.14,33295,0,0,3860,1
APP005986,Applicant_5986,65,81608,12.0,Male,White,620,0.53,12,0,,48876,84,business,16.88,9459,0,0,1576,0
APP005987,Applicant_5987,68,72182,3.0,Male,Hispanic,321,0.35,16,1,,71923,60,credit_card,6.87,40947,0,0,19612,0
APP005988,Applicant_5988,67,46883,31.0,Male,Black,478,0.09,19,0,,83193,120,home_improvement,5.31,7359,0,1,6556,0
APP005989,Applicant_5989,45,186916,39.0,Male,Hispanic,408,0.14,2,0,,32004,120,car,14.07,8554,0,0,18094,1
APP005990,Applicant_5990,30,169800,33.0,Female,White,671,0.57,8,0,,66102,36,credit_card,18.5,4192,2,0,14826,0
APP005991,Applicant_5991,34,31094,38.0,Male,Other,755,0.12,19,0,,44986,60,education,7.51,15385,1,0,17629,0
APP005992,Applicant_5992,62,153479,16.0,Female,White,528,0.51,11,0,,55982,84,business,4.68,23179,1,1,6552,1
APP005993,Applicant_5993,66,32644,23.0,Female,White,830,0.35,11,1,,46792,36,home_improvement,4.41,34487,0,0,3370,0
APP005994,Applicant_5994,50,105834,28.0,Male,Other,663,0.11,2,0,41.0,9131,36,credit_card,3.53,44003,0,0,18320,0
APP005995,Applicant_5995,61,128982,,Male,Hispanic,724,0.56,5,0,,48990,84,car,8.53,22313,0,0,9098,0
APP005996,Applicant_5996,45,72748,21.0,Male,Asian,515,0.56,5,0,,13900,84,car,22.13,8544,1,0,5433,1
APP005997,Applicant_5997,34,79021,27.0,Male,Other,347,0.39,10,0,,90199,36,major_purchase,13.22,17331,0,0,15910,0
APP005998,Applicant_5998,55,82651,24.0,Female,Other,764,0.26,2,0,,36876,36,debt_consolidation,23.35,3189,0,0,9334,1
APP005999,Applicant_5999,68,56807,2.0,Female,White,572,0.38,15,2,,52234,36,debt_consolidation,8.86,19160,0,0,16533,0
APP006000,Applicant_6000,54,185144,12.0,Male,Other,329,0.4,18,1,,31023,84,car,24.64,36272,0,0,14775,0
APP006001,Applicant_6001,30,189470,30.0,Male,Black,489,0.39,12,0,,57786,84,credit_card,21.23,34633,1,0,14335,0
APP006002,Applicant_6002,55,48669,12.0,Female,Asian,451,0.45,10,1,,47358,36,major_purchase,20.35,13155,1,0,6215,1
APP006003,Applicant_6003,31,181233,17.0,Female,White,675,0.09,7,0,,17048,60,home_improvement,16.31,45242,0,1,13343,0
APP006004,Applicant_6004,31,158354,36.0,Male,Hispanic,554,0.11,15,0,,38034,36,credit_card,7.71,28587,1,0,2142,1
APP006005,Applicant_6005,41,46539,33.0,Male,Hispanic,333,0.21,15,3,,20330,36,credit_card,23.96,34266,0,0,14263,0
APP006006,Applicant_6006,41,154379,16.0,Male,Hispanic,486,0.24,12,0,90.0,8646,36,debt_consolidation,20.92,15125,1,0,3711,0
APP006007,Applicant_6007,42,37745,20.0,Male,Hispanic,748,0.4,15,1,,93995,120,major_purchase,21.4,43963,0,1,8343,0
APP006008,Applicant_6008,65,190505,35.0,Male,Hispanic,385,0.14,3,1,,94803,120,education,22.55,9040,0,0,3512,0
APP006009,Applicant_6009,27,54555,39.0,Male,White,417,0.35,16,0,,70320,84,car,9.04,25561,0,0,4602,0
APP006010,Applicant_6010,37,152145,18.0,Female,Black,357,0.15,19,1,,35337,36,car,22.19,47024,0,0,3189,0
APP006011,Applicant_6011,22,52683,11.0,Female,Black,317,0.25,7,0,,65442,120,car,14.04,12872,0,1,8061,1
APP006012,Applicant_6012,32,45741,27.0,Female,Hispanic,439,0.56,17,1,,53411,36,business,17.55,48753,0,0,18449,1
APP006013,Applicant_6013,62,173358,10.0,Female,Black,757,0.54,4,0,,47845,120,credit_card,24.16,29358,0,0,4185,0
APP006014,Applicant_6014,38,23599,36.0,Male,Asian,511,0.57,15,0,,59332,36,home_improvement,22.82,39485,1,0,11506,1
APP006015,Applicant_6015,31,148513,,Male,Black,785,0.38,9,0,,68101,120,credit_card,8.87,30313,1,1,3225,0
APP006016,Applicant_6016,36,47293,34.0,Female,Other,419,0.33,17,1,,12588,84,car,19.28,24251,0,0,9450,1
APP006017,Applicant_6017,69,35389,14.0,Male,Hispanic,302,0.52,1,0,,71594,60,home_improvement,21.33,43554,1,0,13683,1
APP006018,Applicant_6018,38,32318,,Male,Other,528,0.09,2,0,,13466,60,education,12.99,34345,0,0,10029,1
APP006019,Applicant_6019,55,199947,6.0,Male,Other,528,0.59,7,1,,61898,84,education,5.8,23402,0,0,8301,0
APP006020,Applicant_6020,46,23055,2.0,Female,Hispanic,642,0.3,14,0,,6620,84,debt_consolidation,10.25,6382,0,0,16059,0
APP006021,Applicant_6021,36,141164,30.0,Female,White,440,0.42,5,0,,55125,120,debt_consolidation,19.29,39561,0,1,18235,0
APP006022,Applicant_6022,26,102579,11.0,Female,Black,356,0.45,4,0,106.0,71338,36,education,16.12,41026,2,0,12657,0
APP006023,Applicant_6023,64,157392,7.0,Female,Asian,515,0.4,13,0,,69359,36,home_improvement,20.09,24730,0,0,13739,0
APP006024,Applicant_6024,63,124817,24.0,Female,White,413,0.54,10,0,,69177,120,major_purchase,22.78,42562,0,1,18647,1
APP006025,Applicant_6025,67,24642,,Female,Asian,593,0.21,13,0,,52271,60,business,10.51,24540,0,0,14718,0
APP006026,Applicant_6026,67,29321,11.0,Female,Hispanic,327,0.34,12,0,,28398,60,debt_consolidation,18.29,26062,1,0,3080,1
APP006027,Applicant_6027,68,99968,20.0,Male,Black,837,0.29,18,1,,41721,36,credit_card,5.58,30610,1,1,4033,1
APP006028,Applicant_6028,62,122770,25.0,Female,White,620,0.44,11,1,,73152,84,car,17.79,40131,0,1,14555,0
APP006029,Applicant_6029,32,177116,1.0,Male,Hispanic,812,0.27,18,0,,56497,120,debt_consolidation,4.27,32051,0,0,17501,0
APP006030,Applicant_6030,33,173043,13.0,Male,White,331,0.54,12,1,,63837,84,home_improvement,8.92,11021,1,2,12339,1
APP006031,Applicant_6031,24,129762,3.0,Female,Other,710,0.32,1,1,,81904,84,debt_consolidation,13.14,47802,0,0,19801,1
APP006032,Applicant_6032,59,134183,,Male,Black,696,0.34,16,0,,45226,60,education,21.67,15717,1,0,5222,0
APP006033,Applicant_6033,22,137159,4.0,Male,Black,316,0.32,14,0,,44624,60,home_improvement,6.69,1530,0,0,10192,0
APP006034,Applicant_6034,46,45727,23.0,Female,Hispanic,351,0.39,1,0,,42711,120,business,20.27,30769,0,1,16267,1
APP006035,Applicant_6035,47,173631,6.0,Male,Hispanic,669,0.33,7,0,,61914,84,home_improvement,15.64,31216,0,0,9683,0
APP006036,Applicant_6036,47,93820,22.0,Female,Hispanic,463,0.57,19,0,,92618,120,major_purchase,13.33,35677,0,1,1065,0
APP006037,Applicant_6037,35,129062,16.0,Male,Black,602,0.12,5,1,,97253,36,education,17.31,13299,2,1,16309,0
APP006038,Applicant_6038,28,47476,11.0,Male,Other,749,0.06,17,0,,46403,36,business,10.91,14336,0,0,16012,0
APP006039,Applicant_6039,27,162063,10.0,Male,Black,843,0.34,10,0,,83487,120,debt_consolidation,24.88,27907,0,0,8240,0
APP006040,Applicant_6040,67,140355,10.0,Male,Hispanic,801,0.47,4,1,,19709,84,car,5.88,38834,0,2,13069,1
APP006041,Applicant_6041,66,90047,33.0,Female,Asian,650,0.41,14,0,,17032,60,debt_consolidation,6.48,11702,1,0,10908,0
APP006042,Applicant_6042,60,161868,36.0,Female,Other,678,0.58,6,0,,30777,36,home_improvement,22.51,42998,0,1,14298,0
APP006043,Applicant_6043,32,23881,,Female,Black,738,0.15,12,0,,35558,84,debt_consolidation,8.21,42263,1,0,12340,1
APP006044,Applicant_6044,33,35668,35.0,Male,Asian,500,0.43,12,0,,68101,60,business,4.81,47407,1,0,12569,1
APP006045,Applicant_6045,63,185384,26.0,Male,Other,406,0.5,1,0,,33135,84,car,22.66,13832,1,0,16037,0
APP006046,Applicant_6046,37,48106,21.0,Male,Black,804,0.55,12,1,,19390,60,major_purchase,4.84,8934,1,0,19979,0
APP006047,Applicant_6047,37,35729,,Male,Hispanic,683,0.34,6,0,,53311,120,major_purchase,21.98,27462,1,0,11084,0
APP006048,Applicant_6048,56,149354,35.0,Female,Black,595,0.25,4,0,,11247,60,major_purchase,14.91,17983,0,1,11068,1
APP006049,Applicant_6049,41,90320,29.0,Male,Other,327,0.58,17,0,,74974,120,home_improvement,14.99,32909,1,1,8077,0
APP006050,Applicant_6050,28,74913,6.0,Female,Hispanic,636,0.49,10,0,,42141,36,business,6.31,39221,0,1,11673,0
APP006051,Applicant_6051,25,79402,11.0,Male,White,586,0.31,19,0,,15602,60,credit_card,17.05,22827,0,0,14614,0
APP006052,Applicant_6052,46,141649,2.0,Male,Asian,642,0.41,11,0,,21832,84,home_improvement,11.46,23212,0,0,16618,0
APP006053,Applicant_6053,36,123930,16.0,Female,Hispanic,330,0.2,1,1,,94540,60,education,11.3,16071,0,0,12449,0
APP006054,Applicant_6054,56,188354,,Female,Hispanic,786,0.39,5,0,,55969,36,car,18.49,21136,0,0,17403,0
APP006055,Applicant_6055,48,189290,7.0,Female,Other,550,0.35,14,0,,67396,60,major_purchase,22.16,41621,0,0,6321,1
APP006056,Applicant_6056,49,169022,22.0,Female,Other,662,0.07,13,2,,66648,120,home_improvement,19.22,37233,0,0,14365,1
APP006057,Applicant_6057,67,79739,37.0,Male,Asian,406,0.53,2,0,,26428,84,home_improvement,18.16,49946,0,0,7643,1
APP006058,Applicant_6058,32,24507,29.0,Female,Other,805,0.32,14,0,,21239,84,major_purchase,22.55,4509,0,0,13158,0
APP006059,Applicant_6059,57,197375,14.0,Female,Hispanic,741,0.31,6,0,,61798,84,business,22.86,7575,0,0,15104,0
APP006060,Applicant_6060,50,122552,,Male,Asian,416,0.21,6,1,,12807,120,debt_consolidation,19.33,39702,0,0,7904,1
APP006061,Applicant_6061,43,99059,37.0,Male,Asian,544,0.16,1,0,,67347,60,car,21.14,31563,0,0,15728,0
APP006062,Applicant_6062,36,175739,14.0,Male,Black,378,0.21,11,0,,51079,60,credit_card,8.69,7185,0,0,10133,0
APP006063,Applicant_6063,34,155064,29.0,Male,Hispanic,785,0.41,4,0,,78038,36,credit_card,18.15,47683,0,0,4614,0
APP006064,Applicant_6064,30,150514,25.0,Female,Hispanic,322,0.1,6,2,,26250,60,business,14.02,8094,3,0,11211,1
APP006065,Applicant_6065,27,107680,13.0,Female,Other,496,0.23,2,0,,70348,36,car,21.76,27617,0,0,3196,0
APP006066,Applicant_6066,65,45530,2.0,Male,Hispanic,660,0.59,5,1,,18953,120,home_improvement,24.16,41894,0,0,13358,1
APP006067,Applicant_6067,57,35305,35.0,Female,Other,726,0.2,15,1,,23137,84,major_purchase,9.25,40348,0,0,2956,0
APP006068,Applicant_6068,49,129097,25.0,Female,Hispanic,516,0.58,8,1,,99444,36,major_purchase,17.93,31512,1,0,6025,1
APP006069,Applicant_6069,23,72044,13.0,Male,Black,495,0.11,17,2,,39949,60,car,21.88,40002,0,0,7915,0
APP006070,Applicant_6070,35,150436,30.0,Female,Hispanic,742,0.49,10,2,,26828,84,car,18.16,30204,0,0,14061,0
APP006071,Applicant_6071,56,109363,13.0,Female,Black,758,0.29,9,0,,21731,120,major_purchase,18.29,7833,1,0,17759,0
APP006072,Applicant_6072,67,78817,39.0,Male,Hispanic,758,0.16,2,1,,92831,36,major_purchase,21.08,18064,0,0,2554,1
APP006073,Applicant_6073,66,123038,9.0,Female,Hispanic,783,0.48,11,0,,81964,120,car,18.61,8475,0,0,8457,0
APP006074,Applicant_6074,39,66666,8.0,Female,White,443,0.05,2,0,,29782,84,home_improvement,21.28,7041,0,0,4599,0
APP006075,Applicant_6075,33,177245,39.0,Male,Hispanic,613,0.24,16,3,,54147,120,credit_card,24.81,16033,0,0,2749,0
APP006076,Applicant_6076,62,38909,,Female,Black,556,0.38,4,1,,56176,84,credit_card,15.2,16592,0,0,12151,0
APP006077,Applicant_6077,41,182079,35.0,Male,Asian,773,0.18,17,0,,32279,36,education,17.82,14927,2,0,7686,0
APP006078,Applicant_6078,57,164057,35.0,Male,Black,798,0.23,9,1,,5606,120,debt_consolidation,16.73,11329,1,0,14008,0
APP006079,Applicant_6079,47,42525,11.0,Male,Hispanic,518,0.1,12,2,,10235,60,car,9.56,13160,0,0,15180,0
APP006080,Applicant_6080,49,132293,39.0,Male,Other,830,0.52,5,0,,95477,120,education,21.41,24119,0,0,9726,0
APP006081,Applicant_6081,40,121046,,Male,White,657,0.28,3,0,,5284,84,debt_consolidation,11.81,35289,1,1,1196,0
APP006082,Applicant_6082,45,57403,17.0,Male,Other,536,0.13,6,1,,79806,120,debt_consolidation,24.03,44014,0,0,9344,1
APP006083,Applicant_6083,26,188265,6.0,Female,White,574,0.16,7,1,,22877,120,business,21.28,5799,1,0,8754,0
APP006084,Applicant_6084,56,154902,30.0,Male,White,516,0.2,4,2,,24766,36,credit_card,6.83,24068,0,0,17498,0
APP006085,Applicant_6085,22,151605,0.0,Female,Other,696,0.18,14,0,,9518,84,major_purchase,4.79,22119,1,1,18992,0
APP006086,Applicant_6086,42,172018,30.0,Male,Hispanic,373,0.33,14,0,,43584,120,major_purchase,6.51,35008,1,0,2623,1
APP006087,Applicant_6087,52,43504,12.0,Male,Black,627,0.55,2,1,,10138,60,major_purchase,20.24,49329,0,0,14889,0
APP006088,Applicant_6088,36,130551,28.0,Male,Other,707,0.15,15,1,,46605,36,business,19.18,3905,0,0,5289,1
APP006089,Applicant_6089,38,75715,2.0,Female,Asian,447,0.3,12,0,,57913,36,car,16.45,28426,1,0,11051,1
APP006090,Applicant_6090,25,179327,28.0,Female,White,385,0.42,14,0,,72106,60,credit_card,7.4,34359,1,0,11567,1
APP006091,Applicant_6091,56,56855,34.0,Male,Black,820,0.15,10,2,,25085,36,business,13.17,9070,1,0,7849,0
APP006092,Applicant_6092,50,61721,14.0,Female,Asian,802,0.13,3,1,,38279,84,education,15.01,48427,0,0,5935,0
APP006093,Applicant_6093,65,131597,20.0,Male,Black,531,0.14,2,2,,7814,60,car,24.37,49412,0,0,1343,1
APP006094,Applicant_6094,39,192922,18.0,Male,Hispanic,797,0.54,2,1,,94002,60,education,8.2,42638,0,0,13479,0
APP006095,Applicant_6095,43,120659,27.0,Female,Asian,722,0.44,11,2,,60536,60,car,11.06,16756,0,0,18644,0
APP006096,Applicant_6096,54,54723,3.0,Male,Other,766,0.24,12,0,,11199,84,home_improvement,17.32,41860,1,0,14312,1
APP006097,Applicant_6097,33,186811,,Male,Black,546,0.55,15,1,,75947,36,major_purchase,8.03,3121,0,0,17985,1
APP006098,Applicant_6098,63,25539,14.0,Female,Other,669,0.57,12,0,,77692,120,home_improvement,7.35,10630,2,0,18025,0
APP006099,Applicant_6099,49,136360,38.0,Male,Other,812,0.27,11,1,,55702,36,home_improvement,13.01,20759,0,0,3629,0
APP006100,Applicant_6100,56,121140,31.0,Male,Black,404,0.33,14,1,,11948,120,credit_card,14.7,14597,0,0,5470,1
APP006101,Applicant_6101,42,172383,2.0,Female,Black,533,0.25,5,1,,88664,60,major_purchase,18.3,35009,1,0,18630,0
APP006102,Applicant_6102,67,89180,29.0,Female,White,757,0.18,19,0,,62351,84,business,19.85,40504,0,0,7943,0
APP006103,Applicant_6103,56,136985,19.0,Male,White,556,0.48,17,0,,59796,84,business,22.18,39843,1,0,17606,0
APP006104,Applicant_6104,29,105981,1.0,Male,Asian,774,0.41,15,0,,9047,120,debt_consolidation,10.79,37576,0,1,5624,0
APP006105,Applicant_6105,59,55934,24.0,Female,Asian,471,0.25,17,1,,98119,84,home_improvement,14.34,1950,0,2,18524,0
APP006106,Applicant_6106,39,160583,10.0,Female,Asian,572,0.06,12,1,,56890,60,home_improvement,22.06,19375,0,0,5330,1
APP006107,Applicant_6107,58,151255,0.0,Male,White,493,0.47,8,1,,7711,120,debt_consolidation,13.46,11783,0,0,2888,0
APP006108,Applicant_6108,26,29475,9.0,Female,Other,411,0.31,15,0,,77153,36,debt_consolidation,6.47,17390,0,0,3517,0
APP006109,Applicant_6109,67,79577,,Female,Hispanic,322,0.09,2,0,,42458,84,credit_card,12.86,46265,0,0,3445,1
APP006110,Applicant_6110,35,46008,29.0,Female,Hispanic,614,0.12,17,1,,83914,36,home_improvement,20.05,12235,0,0,5953,0
APP006111,Applicant_6111,40,199013,34.0,Male,Black,501,0.4,10,0,,40335,84,home_improvement,13.59,4715,0,0,6582,0
APP006112,Applicant_6112,29,62756,18.0,Male,White,800,0.35,18,0,,38325,84,credit_card,8.77,19567,0,0,15975,0
APP006113,Applicant_6113,52,100730,33.0,Male,Black,324,0.18,12,1,,84335,60,business,23.74,2953,1,0,1244,0
APP006114,Applicant_6114,24,178984,31.0,Male,Hispanic,807,0.13,1,1,,71268,60,business,10.05,30387,0,0,10660,1
APP006115,Applicant_6115,38,102702,11.0,Male,Black,665,0.54,4,1,,69862,120,debt_consolidation,14.66,23331,0,0,12841,0
APP006116,Applicant_6116,25,66840,16.0,Female,White,830,0.12,5,1,,83930,60,home_improvement,11.09,24394,0,0,19251,0
APP006117,Applicant_6117,40,58623,5.0,Female,White,345,0.1,3,1,,13366,36,debt_consolidation,12.46,2452,0,0,17119,0
APP006118,Applicant_6118,43,83303,,Female,White,334,0.39,1,0,,46107,60,education,17.33,39761,0,0,7149,0
APP006119,Applicant_6119,31,66062,38.0,Male,Hispanic,501,0.19,7,1,,34740,60,business,13.85,49242,0,0,16079,1
APP006120,Applicant_6120,57,76690,21.0,Male,White,834,0.41,12,0,,22365,84,car,5.7,31623,0,1,6545,0
APP006121,Applicant_6121,42,118980,10.0,Female,Asian,664,0.32,6,0,,13876,60,education,14.44,19890,2,0,4787,0
APP006122,Applicant_6122,24,174706,,Female,Asian,769,0.17,17,0,,77714,36,home_improvement,9.91,27540,0,0,13040,0
APP006123,Applicant_6123,49,155162,20.0,Female,White,599,0.09,11,0,,88456,60,car,17.07,4571,0,1,3961,0
APP006124,Applicant_6124,64,65266,0.0,Female,Asian,715,0.09,8,2,,35344,120,home_improvement,7.41,34883,1,0,11500,0
APP006125,Applicant_6125,54,181080,,Male,White,645,0.37,11,0,,87998,36,debt_consolidation,16.01,17614,0,0,3301,0
APP006126,Applicant_6126,33,107643,18.0,Male,Hispanic,648,0.47,13,0,,63315,60,car,13.18,42013,0,0,8870,0
APP006127,Applicant_6127,62,78704,28.0,Female,Asian,489,0.43,9,0,,11107,60,credit_card,20.88,48449,0,2,2347,0
APP006128,Applicant_6128,29,137374,34.0,Male,Hispanic,702,0.38,19,1,,87455,84,major_purchase,10.79,41395,0,0,10767,0
APP006129,Applicant_6129,62,28382,19.0,Male,Asian,648,0.17,5,1,,11372,60,business,5.65,35823,0,0,7525,0
APP006130,Applicant_6130,51,198846,35.0,Male,Other,672,0.52,10,0,,32767,60,credit_card,5.33,26301,1,0,3792,1
APP006131,Applicant_6131,27,109609,38.0,Male,Other,804,0.4,13,0,,55461,120,credit_card,13.18,8434,0,0,7898,0
APP006132,Applicant_6132,24,66698,,Female,Hispanic,590,0.43,5,1,,31834,60,car,14.63,22591,2,0,13227,0
APP006133,Applicant_6133,39,21110,22.0,Female,Asian,410,0.17,3,0,45.0,14382,60,car,11.57,44891,1,0,5895,1
